avg_monthly_income_norm,income_stability_cv,income_growth_slope,income_months_active,income_platform_verified_ratio,income_seasonality_amplitude,income_source_diversity,income_bank_deposit_match_ratio,income_lowest_to_avg_ratio,income_last_3_vs_prev_3,income_zero_month_count,income_irregular_spike_count,income_state_percentile_rank,utility_ontime_ratio,emi_ontime_ratio,bounce_count_norm,late_payment_frequency,payment_regularity_streak,rent_ontime_ratio,credit_card_min_payment_rate,p2p_repayment_ratio,utility_advance_payment_ratio,late_fee_incidence_norm,payment_channel_digital_ratio,emi_prepayment_count_norm,missed_payment_recovery_speed,standing_instruction_success_rate,payment_amount_consistency,emi_to_income_ratio,debt_count_norm,outstanding_debt_to_income_ratio,debt_repayment_progress_ratio,mfi_loan_presence,informal_debt_ratio,debt_stacking_indicator,debt_service_coverage_ratio,debt_consolidation_behavior,avg_month_end_balance_norm,savings_rate,balance_growth_slope,savings_consistency_score,emergency_fund_months,recurring_savings_deposit_indicator,balance_volatility_norm,withdrawal_pattern_regularity,savings_to_debt_ratio,digital_wallet_balance_norm,surplus_after_obligations_ratio,savings_goal_consistency,aadhaar_verified,pan_verified,face_match_score,address_match_score,dob_consistent,name_consistency_score,work_proof_present,work_proof_type_score,platform_onboarding_verified,employer_verification_score,work_type_income_consistency,gig_experience_months_norm,multi_platform_count_norm,professional_certification,work_continuity_score,customer_rating_norm,income_to_worktype_ratio,alternate_id_present,health_insurance_active,life_insurance_active,vehicle_insurance_active,crop_insurance_active,accident_coverage_active,pm_sym_enrollment,total_insurance_count_norm,insurance_premium_regularity,medical_expense_ratio,financial_shock_recovery,liquid_asset_to_income,eshram_enrolled,mudra_loan_history,pm_svanidhi_enrolled,pm_kisan_enrolled,government_scheme_count_norm,welfare_scheme_active,self_help_group_member,community_lending_record,social_reference_score,civic_identity_score,itr_filed_this_year,itr_years_filed_norm,itr_income_match_ratio,gst_registered,gst_return_regularity,pan_linked_to_bank,tax_liability_settled,work_type,income_debt_stress_index,debt_vulnerability_score,income_emi_coverage,income_trend_vs_debt_trend,payment_savings_alignment,buffer_payment_composite,digital_savings_discipline,financial_shock_resistance,resilience_debt_mismatch,insurance_income_anchor,consistent_earning_payment_streak,income_payment_trend_alignment,platform_payment_reliability,income_floor_payment_consistency,formal_recognition_income_alignment,tax_income_consistency_ratio,scheme_income_combined,seasonal_income_volatility,payment_regularity_entropy,balance_recovery_speed,target_P1,target_P2,target_P3,target_P4,target_P5,target_P6,target_P7,target_P8,target
0.599747004030207,1.0,1.0,0.0,0.8605049977881977,0.0,0.1895357027860567,0.2046169892327524,0.305424689521835,0.4936054233086316,0.7239751886252835,0.2533453967825859,0.4224484831711679,0.5571164596050702,0.5940454896942686,0.8992120937669327,0.7664061790464894,0.2405620208418409,0.5004849432870966,0.2720560426473504,0.5590382587683775,0.3867335929804572,0.0,0.4292198662917594,0.2903931109767882,0.3488198171811754,0.7070159529170089,0.8959590936157671,0.7205350428803111,0.6,0.7864591348590569,0.5748531020539654,0.676717349272565,0.4374363398871766,0.880257436903029,0.7123485733011021,0.5837266808127084,0.1416060037891127,0.7936853185511035,0.3701645994209259,0.8097092133496698,0.383047947850525,0.1420046390073395,0.0,0.7113258678012678,0.2056294682952956,0.7074414214854082,0.7987161789569673,0.714335021816265,1.0,1.0,1.0,0.7876161585613771,0.0,0.5,0.8899217014527934,0.2916905397142103,0.1040244893942866,0.8450705569013972,0.6536266405542819,0.2704861050986359,0.4053150372502597,0.2759384333676408,0.5113220871610841,0.7081415712587253,0.6575803366293365,0.630600813637809,1.0,0.0,0.8926252429278383,0.0,0.2514650883382283,0.8053771401735659,0.7853449733754205,0.381348926953638,0.3078995800904918,0.3835702493263327,0.7182343493353663,0.2378347414148241,0.0,0.6882986883586771,0.6650464479178982,0.1444907736297371,0.2890128011793523,0.8395861065248048,0.3411851365899117,0.4804465976203694,0.5790344582976407,0.0,0.0,0.0,0.0,0.4675204120482536,0.2205002387157293,0.4523728473763242,freelancer,0.0,0.0,0.0,0.4251468979460345,0.4155104558159574,0.2062247911005152,0.0,0.5679320790482926,0.0,1.0,0.0,0.8992120937669327,0.0,0.4033384939288308,0.8926252429278383,0.0,0.2557882439363365,0.4759634888439361,0.4478560604268901,0.9258397633521296,0.4656310673266706,0.4964708614413589,0.663592628885546,0.4814721400269899,0.5850741372767687,0.5023514136837166,0.4264935751533215,0.1629133568771867,0.4861288201608891
0.6980441766792008,0.6189872708715998,1.0,0.0,0.4250947803533512,0.0,0.1569729837798943,0.4112660671711793,0.2846401258274006,0.7898502650733858,0.565807209207191,0.8149099977250259,0.1192153264095986,0.4214936941249391,0.5094639740152086,0.8390877913149243,0.7707651549909643,0.5942103531814033,0.7473601209066525,0.284061178934714,0.6745019537289807,0.1175142191263587,1.0,0.7830497895387,0.7697270440402005,0.71714385471462,0.4711816635782428,0.0806464060914957,1.0,0.4,0.7494467531929249,0.6107458842638696,0.7335900605609513,0.4140317872683441,0.4456258316245703,0.4420766939945819,0.535554337703949,0.1385290877140473,0.3113250411166615,0.4175101508276523,0.6431176278507257,0.3477450469201569,0.3297770037964498,1.0,0.5446443767102862,0.2882078630230016,0.3873682331059923,0.8455164406926894,0.4228828502745217,1.0,1.0,1.0,0.4627271570091004,0.0,0.5,0.6596585186533097,0.1612727301246867,0.4707453365814292,0.2591520075432671,0.8579052495536822,0.6377121745614327,0.5052277779175272,0.2692279041953161,0.4701979439755726,0.2150763699491455,0.2208507135003372,0.9201521006274174,0.0,0.0,0.6258596877242156,0.0,0.6702618008516997,0.573707185308864,0.0643583515648785,0.4862414103433417,0.1270610496534782,0.4836358129563754,0.596936210282277,0.2153478804894318,0.0,0.3279934099905879,0.6004275191993502,0.6067146705629293,0.1802501445563776,0.4279048945735886,0.3384868801216056,0.5069029361807658,0.248260389367679,1.0,0.257337508103777,1.0,1.0,0.088370467885543,0.4313775638651045,0.3339780052997455,freelancer,0.3810127291284002,0.1524050916513601,0.0,0.3892541157361304,0.2829646064108918,0.1759778958070076,0.7830497895387,0.1670040603310609,0.0,0.0,0.0,0.8390877913149243,0.0,0.2384841707712612,0.3873991800529639,0.0,0.2409850040731051,0.2242885747089853,0.8740343663815796,0.6392963985399898,0.4526760156229097,0.5853471465524935,0.5923412609565768,0.4730519768360153,0.5338836657884568,0.32982377351683,0.3452288725042315,0.5872947921648815,0.5038810670739998
0.6712957469512723,1.0,0.6292351027527444,0.8194039309588458,1.0,0.6836805526279736,0.3778234088474554,0.6072843391883552,0.3001121372031388,0.5607325840537739,0.4148057966391171,0.5988882035044166,0.1985200977143466,0.235996168250583,0.1411720539063892,0.9482711254606444,0.7706421571363529,0.0363860980450428,0.2569852191529785,0.5620464568734452,0.2389261343800494,0.3324685390422525,0.0,0.3769046167608403,0.2497552735659355,0.8617152910603056,0.3583855348677128,0.845951234628383,1.0,1.0,0.8239896030480993,0.3747932861261842,0.506206142352409,0.7370648582361938,0.9065195851355228,0.6674431759167276,0.5189162788832439,0.3663478191827456,0.2597235068555354,0.3669426535382133,0.722316574697926,0.6920833212696159,0.0323865811902398,0.0,0.0594107596969807,0.3138070843940352,0.7378710070093403,1.0,0.2619858858800687,1.0,1.0,0.0,0.1727921259430122,0.0,0.7628221223832778,0.4040263786431447,0.5763635975243304,0.3681821779761717,0.6353747547248757,0.8607682496141116,0.6932122268225873,0.535675271440147,0.2021510356222555,0.6811042622292813,0.7731355876541217,0.916450769445078,0.3119707109119053,0.0,0.0,0.5818262351363567,1.0,0.8610631249992833,0.4173868710051438,0.7928554541104185,0.3847748411180229,0.3773442354420255,0.0,0.2420111112575366,0.1239948143613509,0.0,0.3939736589357793,0.3983504395062172,0.854128098405758,0.6567047024272935,0.4340691398878587,0.1694183160321156,0.673634202186699,0.6215506028304225,0.0,0.0,0.0,1.0,0.4612956070899151,0.8276402783983347,0.3443802438634801,platform_worker,0.0,0.0,0.0,0.3934020108460961,0.0,0.0865970602027195,0.0,0.1467770614152853,0.0,0.0,0.235996168250583,0.5966854790666891,0.2576823566750859,0.0978925785749622,0.5818262351363567,0.0,0.2903907236191036,0.5945909088259661,0.7707419501739106,0.6687356510623936,0.6047524538801108,0.4143737268753943,0.7261036588553756,0.4010729328095584,0.5496682928296834,0.4233874430062533,0.4325823974573495,0.3761880184788185,0.4562589931207693
0.7511325255047827,0.573599025886311,0.8596858019217078,0.0,1.0,0.0,0.7062843297758398,0.1614344920325957,0.1404035909984003,0.2766399516293192,0.5496934172332102,0.7042755415251607,0.3471149582399226,0.4741807162901132,0.4435596007786049,0.9034660620386564,0.5537206562360044,0.5472238013764614,0.217521137026257,0.4714267816034471,0.6607664597713125,0.7263214698397058,0.0,0.3442788355655961,0.5309025184222063,0.2244856296434693,0.3504200400665061,0.523232458058584,0.5626865757484725,0.6,0.790358812398488,0.1963401134274249,0.916516568791966,0.4527170679475426,0.7366410843593589,0.3738662074651535,0.7026043761422192,0.3822828761786945,0.7144369933212417,0.2232611018644429,0.8466955559596703,0.186811276378131,0.6358223751146699,0.0,0.8083439441299275,0.3742061373709339,0.1459697661361177,1.0,0.427792446481201,1.0,1.0,1.0,0.73017987175158,0.0,0.5,0.18715647972798,0.438803347407347,0.5853049322166103,0.531102675280893,0.8162001547157948,0.313425851243318,0.5552917431579828,0.7951907082179102,0.3975617155934216,0.384469471240394,0.3369386934116198,0.5036595703924965,1.0,0.0,0.4806675905024194,0.0,0.3584665273662306,0.7587346048377247,0.6363156352654336,0.4371744397722286,0.9081622333841204,0.0883029384402114,0.535930694641337,0.4995025279364576,0.0,0.4551976414158611,0.1168700679065338,0.5288437544995522,0.1468509286523857,0.6578433908009245,0.6752034566231563,0.627542056939425,0.7467531182574435,1.0,0.3382628147369758,0.0,1.0,0.7056622689528042,0.5976523099930369,0.5775401069620513,freelancer,0.2399301040198447,0.2558405844682134,0.1884459497563102,0.690894994060453,0.0918978401114187,0.1058661092018015,0.0,0.5486327968086591,0.0,0.573599025886311,0.0,0.7766969460527497,0.0,0.2606540183236037,0.275710461687308,0.0,0.3346000163250571,0.5735628998117432,0.5411269187439653,0.6400918896479414,0.4669433565190192,0.4647670777811283,0.5924145340311805,0.4788018727445859,0.5597380674642971,0.4730686058372459,0.4454606943031741,0.6027310715206955,0.4901877138098902
0.6337939666461159,1.0,1.0,0.0,0.9842392570025272,0.0,0.4872279065158645,0.2001474204581029,0.2484625829739961,0.5148732543896309,0.62966411272371,0.5790657528910349,0.6360505430291918,0.2666693171880376,0.11368703914413,0.9553927818383472,0.4742579838406939,0.7905444244200512,0.6378857843555635,0.3590438334699317,0.5277165984247658,0.3288893963355095,1.0,0.5740370831628606,0.3439605775845195,0.2843153337146128,0.7511140755542028,0.4238902084573396,1.0,1.0,0.8604834465163799,0.5293032303322333,0.0540836252683051,0.904448653485108,0.2870803262469701,0.6271359933837775,0.9806651907138338,0.1472102158691716,0.3696847876345157,0.3999088794593062,0.8922022341836363,0.1960277613962628,0.5980338428215546,1.0,0.3691461436517113,0.5179343391591255,0.5180482864510944,1.0,0.4076446716005983,0.0,1.0,1.0,0.8741784644802101,0.0,0.5,0.6553744502151906,0.4783260153589503,0.2018459170038096,0.4492662580627757,0.6472876885143894,0.3428359028273608,0.6669951337805574,0.4590908935950164,0.5195153948992475,0.5042464201452344,0.4613483978528555,0.5514050869564777,1.0,0.0,0.6634856264721343,0.0,0.5722295682753222,0.6844957539807957,0.245338736222427,0.8337659188630243,0.732343287028233,0.2574529954779462,0.3606770942225702,0.1447321832039025,0.0,0.4864353928001919,0.2586762892819247,0.4239596928039825,0.7183419699680896,0.1168797281704343,0.2033067634690115,0.3343328601154812,0.1725943833690215,0.0,0.0,0.0,1.0,0.1997779220724519,0.1420839445742731,0.3493926153161343,freelancer,0.0,0.0,0.0,0.4706967696677667,0.119459101318866,0.1066434278228464,0.5740370831628606,0.5099635517837224,0.0,1.0,0.0,0.9553927818383472,0.0,0.1679120989978433,0.6634856264721343,0.0,0.1812181270081795,0.3423228988745844,0.7737231894983085,0.2797515847853022,0.5318095997407828,0.5220936291660377,0.6936889406607342,0.5346534301855814,0.5173175568717819,0.4863444527765866,0.285925926318204,0.2416077831375513,0.5195008131940365
0.1886912256280651,0.675721142497783,1.0,0.5501558972614587,0.9118945696578388,0.0,0.2754380766134597,0.9031248559403308,0.2994048909814119,0.2659638409313832,0.2456149315025992,0.7179291947474039,0.7903461249731955,0.2450108691786437,0.3393649891064685,0.8863552556755575,0.4,0.2755859577595313,0.5438118142914754,0.5608041765265892,0.6469519566687201,0.1790653799964999,0.0,0.7826635181377968,0.2774891552429683,0.7864017520476101,0.917649918220938,0.6748496542456836,0.5612412826580261,0.8,0.3249270271657862,0.549705691785809,0.4448878817719784,0.8317497414298497,0.7984223475649019,0.7897271008117439,0.8615283102049165,0.1207627104385247,0.2044182587831962,0.1311137490283778,0.2162194954309886,0.8130974269036512,0.4089205817912753,0.0,0.5656151885653136,0.62537441555564,0.3727568537667808,0.6660656763602409,0.3251390771894591,1.0,1.0,1.0,0.572014831825335,0.0,0.5,0.4407174063518156,0.3836774684127571,0.6542095030129942,0.3691367422670157,0.4705767320481979,0.3880300487760978,0.6077427699060541,0.5303165572346434,0.429432695897375,0.2737433038166961,0.6868053420047255,0.4496345579973903,0.0,0.0,0.5873819695560041,1.0,0.3608513345142452,0.372657930453063,0.6841452519079178,0.4354654062792016,0.4392471742841181,0.0,0.8269551741850537,0.3933632208889056,1.0,0.0945079941720361,0.4018871010430162,0.3965154190936686,0.8882106119686148,0.5138388228636569,0.4036228845263092,0.6998224093397444,0.6219244086038364,0.0,0.0,0.0,0.0,0.9221052078228602,0.563492659049175,0.5148545827760567,street_vendor,0.1819986819234235,0.2594230860017736,0.0,0.450294308214191,0.124248158740119,0.0321242936107134,0.0,0.1621351789468446,0.0,0.0,0.2450108691786437,0.8863552556755575,0.0,0.0601783278507048,1.0,0.0,0.1021516343285905,0.82379143738905,0.715210089860133,0.6102253995231625,0.5249449808257639,0.5010669598065653,0.662465487043668,0.3707902861511207,0.54200210886395,0.4278822037436003,0.5413692872499788,0.2857789213782989,0.4853215735048199
0.8780448527507095,0.4586843634220539,0.0,0.0,0.8777517641819976,0.0,0.2159296707415151,0.3470826185457272,0.4414423581785738,0.6683108725627361,0.3120003593784627,0.5417232227257537,0.8475226135825391,0.7423264559232009,0.6984569309683907,0.8478324514904387,0.938740731282761,0.1941920563104666,0.4411142537808128,0.359281076945505,0.1822761988821478,0.5397425854477752,0.0,0.1028857172327758,0.2783393388026343,0.0850831731229401,0.3619724093279274,0.8042270616442119,1.0,0.6,0.8161308125187623,0.3263591814747502,0.2267571974659011,0.296073001102473,0.4200469972850641,0.6340372933292711,0.8638166513336895,0.2223212137262954,0.6245629839605559,0.0761229397408624,0.8743634877714556,0.7985798076164756,0.690039372551654,0.0,0.3891882697054205,0.4592194117178456,0.3572248911528383,0.8667696004637856,0.6643479583349934,1.0,0.0,1.0,0.7466762267843227,0.0,0.5,0.3630916733989369,0.6894837457942797,0.7001341200464924,0.2019962133869272,0.8740964589427439,0.10452658869932,0.3717291241604176,0.5170256243472374,0.5540300371605066,0.5137784930342874,0.1120246939314885,0.5364884099033458,1.0,1.0,0.3923234748631302,0.0,0.4057777010431526,0.1710197676333851,0.1797716436609164,0.432183554250609,0.4188894402307235,0.3083300860333092,0.6015029272639247,0.3304242423203347,0.0,0.7356974449592499,0.2745717390656733,0.0932102007359303,0.842740009545687,0.0915340138614765,0.6053120500056555,0.6215615491020317,0.737218236098241,1.0,0.1628397196044093,0.0,0.0,0.1489008489180524,0.4613928320685518,0.3001659936958585,freelancer,0.5413156365779461,0.3247893819467676,0.0,0.0,0.5200052421969055,0.0565080720722897,0.0,0.3804491758963449,0.0,0.9173687268441078,0.0,0.0,0.0,0.2316061210241792,0.179952643323123,0.0,0.3803926922642827,0.5700861268421898,0.7863967942225337,0.5229031695594115,0.4298840535438514,0.4384313627441326,0.5759134593899902,0.5018949947285152,0.4880600783105724,0.4463453268162864,0.433226948569428,0.2961856277552674,0.3955564192116808
0.407155166357269,1.0,1.0,0.0,1.0,0.0,0.7005290253223588,0.4448332039817567,0.4222109124070107,0.4317586591411272,0.6645714064840367,0.7394446811722483,0.496784286012399,0.2043747955568579,0.5075683761494886,0.948908909890274,0.7772090296775085,0.4454678890049078,0.7080979550544919,0.3595572341298083,0.8324303450088173,0.3734199247938568,0.0,0.7859818127260105,0.3087683122618655,0.4674349740685538,0.4427910699233014,0.3964348847866069,1.0,0.8,0.8416172185401114,0.3958232118861938,0.2245385972424531,0.3363138986925964,0.8224381759346603,0.1634511147888343,0.5019147474111652,0.1016949059620813,0.3425261379578479,0.5217656342114523,0.4802137857026989,0.5889755874651091,0.4658751678709067,0.0,0.5544838770103155,0.4500698225335436,0.9308263839202188,0.6617912168724345,0.2449417091395164,1.0,1.0,1.0,0.855003222092595,0.0,0.5,0.2877511147262842,0.8619485668989292,0.2520821742509287,0.6614668737237517,0.383534076047169,0.600471378434668,0.2278755994525087,0.3492168631022344,0.5874909140210933,0.8931967116624947,0.8385430671763104,0.8220429409332782,0.0,0.0,0.6835607162988842,0.0,0.526539611319102,0.0974984800829409,0.5131941874714887,0.4266001147483192,0.3897974451324887,0.0,0.7871227061002574,0.1178305366387719,0.0,0.6944029345955726,0.1892361059989901,0.3323782355220594,0.7002642651589912,0.2527141197303045,0.704471402638007,0.3661036956570425,0.3121949650823452,0.0,0.0,0.0,0.0,0.2885914821750643,0.5248010746866165,0.5567317272907878,freelancer,0.0,0.0,0.0,0.6041767881138063,0.1026798895947765,0.1066357448205598,0.0,0.2087062536845809,0.0,0.0,0.0,0.948908909890274,0.0,0.1358216453331085,0.6835607162988842,0.0,0.1494095076120459,0.2732258113292867,0.5740198988711676,0.2398407054403367,0.5620990262214005,0.5038963675354899,0.5651218849440016,0.4452636857205105,0.6178124168067913,0.3113012055594074,0.3669596261022084,0.1957320405932098,0.4989237482818829
0.2884062116771773,1.0,1.0,0.3967159987374092,0.1215796174659506,0.0,0.8660615935937644,0.6797834122209723,0.8018281043680229,0.382063838076445,0.5898491758222381,0.4283153862614018,0.2820562090613618,0.4276082531087735,0.1865812346969695,0.742939580882825,0.4,0.5632024030927443,0.3459745467551226,0.3761819712245913,0.5822008268659528,0.5399275321362988,0.0,0.4367604469606962,0.8002532816668321,0.081398644044729,0.4523042824696809,0.9063711259752356,0.7505722370417617,0.8,0.7158400580903872,0.3275412145365053,0.1645304502861869,0.4402710758820573,0.3269802693665123,0.9150715993099772,0.4212792450250421,0.2528155948324587,0.627521854351299,0.2622429389524971,0.2001073972817536,0.3959654048124399,0.1659058384898012,0.0,0.6551802659766499,0.6963560563786598,0.3886862325641338,1.0,0.4119923288748758,0.0,1.0,1.0,0.5829880881522871,1.0,0.5,0.1539455849786271,0.7548931150929922,0.1032779250340041,0.2459836064955257,0.4709054280467445,0.7236609429235998,0.1151848619810323,0.6362189220223473,0.7304270289135822,0.8182376945423862,0.3737261848619634,0.9202610291283496,0.0,1.0,0.1460460293489247,0.0,0.351622369103767,0.9620781879695331,0.2801899555276037,0.561342333360183,0.8974311929767662,0.661722095366063,0.6485140344746917,0.2409046015599407,0.0,0.3588083386995961,0.6808735501146272,0.4843566898151443,0.8824745081717893,0.3608274362422094,0.6469257344005777,0.2037385357554678,0.5770773741821873,0.0,0.0,0.0,1.0,0.4286612423003234,0.8279826946766446,0.1885322361986179,street_vendor,0.0,0.0,0.0,0.6724587854634947,0.1747926582763148,0.112137245015588,0.0,0.1672541163205584,0.0,1.0,0.3967159987374092,0.742939580882825,0.0,0.252224375670997,0.1460460293489247,0.0,0.1279366139080511,0.31803431816397,0.4401110967594719,0.0859952914473521,0.5258968882526726,0.4561136086586967,0.5402317943931589,0.4213978260428807,0.5627616895651912,0.5008132907388666,0.443598676894154,0.3493108818822265,0.5109579126220437
0.7900700085721059,1.0,1.0,0.97270963523848,1.0,0.3963801022262789,0.3323978543862289,0.482960841043714,0.4716541661875158,0.3345391770415449,0.7164953643228148,0.6513704158244571,0.4809394423572666,0.5120602123655634,0.8496709954072352,0.90896902801485,0.4393789690773502,0.386981634251568,0.4692521753463818,0.1307934681716191,0.2609077811779262,0.4778645069764062,0.0,0.2151710538049416,0.8936027838888194,0.7803387257486254,0.3588684491380067,0.6101355765850571,0.9706103635599644,0.8,0.3608907564311271,0.4843178173261633,0.6832775149312037,0.6999592204385182,0.2631007636188079,0.4339117158009907,0.9164834328661204,0.2882423315845017,0.1999948278199775,0.6093749159300678,0.7884312522526635,0.0926762811728689,0.4068261860894901,0.0,0.8272292478250265,0.3810972072468564,0.5465638647623146,0.9534001686541356,0.7126861289169731,1.0,1.0,1.0,0.2583866356772135,0.0,0.7632793299414561,0.2934372567540253,0.3732458833372957,0.1571320008773929,0.7013907762034088,0.1793889932416694,0.4199121349932919,0.3877011377689182,0.4725276360152069,0.4153046714775139,0.6423537237244319,0.6791723020596897,0.9757352086154304,0.0,0.0,0.51314977607203,0.0,0.4214072184578883,0.602887164632605,0.2409900947079571,0.5613877229151832,0.5395745583976922,0.0,0.8940543418234796,0.4693879570389144,0.0,0.219728745953104,0.2975316961289027,0.6614795664097957,0.1303274117362027,0.0639554098373355,0.865123720026139,0.8883883164187365,0.526890870371044,0.0,0.0,0.0,0.0,0.4394627391698089,0.5961164229349516,0.8055204629639223,platform_worker,0.0,0.0,0.0,0.5156821826738367,0.2238178807810616,0.3120366488613978,0.0,0.251097375482036,0.0,0.0,0.5120602123655634,0.90896902801485,0.0852895243033389,0.3668887684140823,0.51314977607203,0.0,0.3257311450496708,0.3256924643494771,0.7633216444258427,0.4151223249194354,0.6638090005538774,0.4862663573302901,0.6236168427747663,0.4838768676879063,0.5399426494826082,0.3430409888188032,0.4122813693920175,0.263014232152669,0.4818435939843418
